run,n,side,neuron,energy,dom_dim,dom_k,e_dom,single,alpha_refl,r1
D59_MLP_seed1,59,x,109,580.9701166100285,2,8,0.991705672291776,True,0.9989362648120345,0.9999997998314475
D59_MLP_seed1,59,x,110,481.29031020543607,2,19,0.9951224575858458,True,0.9972734571292164,0.9999726910100564
D59_MLP_seed1,59,x,111,190.41002437897396,2,7,0.9050086062859137,True,0.9963706647318038,0.9999953276304178
D59_MLP_seed1,59,x,112,407.4159333025745,2,20,0.9858530559365359,True,0.997764834019047,0.9999870037481248
D59_MLP_seed1,59,x,113,421.3295342847986,2,20,0.9871603600888341,True,0.9980162151467669,0.9999596313133885
D59_MLP_seed1,59,x,114,785.4595546022057,2,6,0.9939940792955948,True,0.9985162639828615,0.9999921969309269
D59_MLP_seed1,59,x,115,348.54130733955486,2,19,0.9939537128569826,True,0.9974633002117378,0.9999986774325854
D59_MLP_seed1,59,x,116,434.54269345242847,2,20,0.9870952780570968,True,0.9981171165279501,0.999958293288593
D59_MLP_seed1,59,x,117,171.15744096240567,2,14,0.9777821660732661,True,0.9983513782465805,0.9999886672002243
D59_MLP_seed1,59,x,118,414.6918442921767,2,20,0.9872801644840398,True,0.9982225235206471,0.9999570064201946
D59_MLP_seed1,59,x,119,634.8289417082635,2,3,0.9930987007881639,True,0.9988034361095852,0.9999962917102581
D59_MLP_seed1,59,x,120,758.31849539082,2,15,0.985826540855773,True,0.9983235557090703,0.9999999296137851
D59_MLP_seed1,59,x,121,1010.4810161792162,2,15,0.9909981470695177,True,0.9972411663577453,0.9999967154243914
D59_MLP_seed1,59,x,122,348.53743173976665,2,19,0.9939530617201872,True,0.9974629537563084,0.9999986770751422
D59_MLP_seed1,59,x,123,414.16532410706463,2,20,0.9871721745686256,True,0.9981390180650278,0.9999616510472265
D59_MLP_seed1,59,x,124,418.38662074783537,2,6,0.9943841987285834,True,0.9984443084414836,0.9999943331293717
D59_MLP_seed1,59,x,125,543.5320379573083,2,15,0.9839286060229886,True,0.9971706084693035,0.9999958787218923
